Gender,Age,Height,Weight,Heart_Rate,Body_Temp,Calories,Duration
female,20,160,63,106,40.4,107,18
male,34,179,82,80,39.6,16,7
male,35,172,79,103,41.3,144,25
male,41,185,86,96,40.5,93,18
female,28,154,60,102,40.7,142,25
female,46,154,55,90,40.5,77,16
male,28,170,72,91,39.7,35,10
female,30,176,72,104,40.2,98,17
female,79,164,66,96,40.1,106,18
female,35,174,67,105,40.6,151,25
male,27,185,79,94,40,72,18
male,66,178,82,87,39.5,29,6
female,33,173,72,98,40.3,88,17
female,69,170,71,91,40.2,56,11
female,22,172,67,91,40.7,60,14
male,21,193,89,96,39.7,59,14
female,75,158,60,101,40.3,103,16
male,56,158,64,109,40.6,198,27
female,29,180,71,115,41,209,30
male,74,186,93,85,39.6,47,9
male,25,197,99,91,40.1,51,13
male,45,176,76,97,40.3,90,17
female,56,152,54,94,39.9,76,14
male,21,205,102,87,39.3,25,8
male,28,211,116,105,40.2,124,19
male,31,189,93,82,39.1,13,5
female,29,160,56,113,40.6,194,28
male,63,186,92,90,39.7,43,8
female,31,171,72,93,40.1,69,15
male,22,177,74,108,40.8,144,25
female,59,160,64,98,40.4,75,13
male,76,193,101,99,40.2,106,14
male,69,181,85,93,40.4,78,13
female,59,148,45,110,40.7,190,26
male,32,188,87,87,39.3,24,7
male,34,173,73,108,40.4,114,18
male,20,180,79,106,40.4,137,25
female,20,165,58,83,37.8,4,1
male,61,209,117,110,40.7,249,28
female,45,140,50,87,39.8,45,10
male,32,204,104,94,39.4,38,8
male,37,191,85,101,40.3,131,23
male,23,195,93,85,38.8,14,5
male,41,195,100,107,40.8,213,30
female,61,177,77,91,40.1,78,16
male,55,183,83,84,39.2,24,6
female,30,162,61,102,40.5,114,20
female,41,173,68,91,40.1,56,12
female,44,146,49,100,40.7,160,27
male,63,179,87,107,40.7,142,18
female,39,167,63,107,40.9,160,25
female,39,155,50,108,40.6,173,26
male,35,201,101,106,41,174,26
male,23,195,91,94,39.3,20,5
male,26,184,83,107,40.5,138,23
male,65,176,88,110,40.4,254,30
male,56,184,85,107,40.9,195,26
male,26,184,83,86,37.8,3,1
male,37,186,85,89,39.3,27,7
male,61,180,89,110,40.8,207,25
male,39,182,87,85,39.9,37,11
female,53,160,64,103,41,167,27
male,39,187,93,82,39.1,15,5
female,37,172,70,96,40.2,81,16
male,20,176,79,103,40.8,131,26
male,54,166,67,76,38.6,5,2
female,39,162,60,109,40.9,179,27
female,20,160,60,100,40.5,118,22
male,27,174,82,90,39.6,38,11
female,38,156,61,100,40.4,130,23
male,58,162,63,88,39.4,38,9
male,63,187,94,94,39.2,30,5
female,22,149,49,93,40.2,76,16
male,26,185,87,90,40,42,12
male,41,178,81,87,40,48,13
female,26,176,69,108,40.8,173,28
male,31,170,67,90,39.1,17,5
female,65,159,64,98,40.7,147,25
female,20,177,66,83,39.7,28,8
female,37,171,70,98,40.6,101,19
female,23,172,71,94,40.6,78,17
female,29,178,73,92,40.2,54,12
female,40,176,74,92,39.7,33,7
female,24,176,70,97,40.3,104,21
female,65,168,62,84,39.1,18,4
female,39,173,72,104,40.4,149,25
male,26,177,76,100,40.7,115,24
female,67,157,54,81,39.2,21,5
male,35,191,92,90,40,61,15
female,63,156,56,90,39.9,56,11
male,23,182,76,107,40.5,154,27
male,65,172,74,92,40,49,9
female,44,162,60,88,38.9,22,5
female,25,156,59,89,39.2,26,6
male,67,167,70,109,41.2,232,29
male,68,158,67,113,40.9,223,26
female,24,161,61,104,40.2,70,12
male,21,187,90,111,40.5,189,29
female,28,165,65,91,39.7,45,10
male,22,165,64,97,40.1,66,17
male,38,186,91,90,40,38,9
male,23,197,97,106,41.1,181,30
male,38,180,81,95,40.5,95,20
male,62,195,95,95,40.2,81,13
female,40,168,65,88,39.5,35,8
female,39,166,63,102,40.2,99,17
male,32,169,77,99,41.2,134,27
female,31,173,73,81,38.4,10,3
female,64,173,75,96,40.8,126,23
female,29,156,54,102,40.8,162,28
female,66,160,58,96,40.1,104,18
male,34,201,107,95,38.2,10,2
male,21,182,84,99,39.7,46,10
female,21,179,71,104,40.7,135,24
female,38,160,60,99,40.3,67,12
male,22,205,107,90,38.6,15,4
male,37,193,96,104,40.9,178,28
female,43,159,59,85,39,17,4
female,27,158,58,80,38.7,10,3
male,47,202,100,105,39.8,99,14
female,59,174,74,94,40.3,78,15
male,65,176,76,93,40.3,84,15
male,55,194,96,94,40.7,109,19
female,60,172,65,103,40.6,176,28
female,77,161,65,89,39.9,56,11
male,78,195,105,96,40.1,73,10
male,21,169,69,107,40.9,115,21
female,54,157,56,86,39.2,23,5
male,40,187,85,100,40.1,96,17
male,21,193,97,107,40.4,164,27
male,45,186,92,75,39,9,4
male,33,172,78,107,40.6,150,24
female,31,145,47,80,38.4,11,3
male,39,181,80,93,39.7,54,12
male,26,154,57,96,39.3,23,6
male,62,182,84,106,40.5,160,21
male,77,174,82,94,40.7,149,23
male,22,188,87,86,39.9,25,9
female,21,172,65,79,38.8,12,4
male,38,206,105,114,40.7,211,26
male,52,186,92,85,38.7,12,3
male,43,197,94,93,40.4,89,18
male,36,149,58,93,39.2,23,6
male,23,183,81,89,39.9,31,10
female,59,177,73,104,39.9,82,13
female,31,156,51,86,39.6,29,7
female,61,153,62,89,40.3,73,15
male,67,183,84,105,41,224,29
male,54,181,85,85,39.7,37,9
female,72,149,53,96,40,107,18
male,70,200,101,92,39.9,88,14
male,25,195,91,96,39.7,72,16
female,77,165,63,101,40.9,173,27
female,45,163,58,107,40.4,118,18
female,42,164,63,88,38.6,18,4
male,56,184,83,94,38.8,33,6
female,58,163,66,103,40.7,150,24
female,25,158,57,92,39.8,60,13
female,38,170,69,79,39.2,20,6
male,55,176,83,81,39.7,31,9
male,33,170,70,101,40.5,108,21
male,21,185,83,98,39.7,44,10
male,62,184,83,103,40.5,157,22
female,37,153,56,90,39.9,56,12
female,54,188,78,82,38.9,19,5
female,24,163,59,90,39.6,35,8
female,55,153,56,90,39.7,45,9
female,47,164,60,86,39.1,22,5
female,24,157,51,89,39.8,39,9
male,34,192,94,81,38,5,2
female,62,162,60,95,39.7,56,10
female,49,147,47,109,41.1,182,26
female,49,157,63,100,40.9,128,22
female,56,143,48,98,39.7,59,10
female,54,159,58,90,39,29,6
female,25,167,63,90,40.2,65,15
female,26,153,54,94,39.4,34,7
male,29,168,73,93,40.3,54,14
female,20,166,60,77,38.4,9,3
female,22,176,66,89,40.3,49,12
female,27,171,65,100,40.3,65,12
male,27,192,91,88,39.4,27,8
female,24,169,65,93,39.9,60,13
male,30,194,88,80,38.7,9,4
male,34,190,88,97,40.2,60,12
male,39,192,91,92,40.5,82,18
male,64,184,85,84,38.6,13,3
female,76,170,68,114,40.9,208,27
male,22,185,88,94,40.2,48,12
female,38,182,71,78,38.8,9,3
female,40,153,51,101,40.3,101,17
female,67,171,72,88,39.9,52,11
male,26,196,96,84,38.5,8,3
female,33,166,63,108,40.7,172,27
female,58,152,53,99,41.3,168,28
male,50,182,88,107,40.5,160,22
male,62,191,96,84,39.6,27,6
male,36,174,78,92,40.1,54,13
female,33,145,49,95,40.3,67,13
male,54,180,77,105,41,173,25
male,72,211,121,108,40.7,248,27
female,41,153,60,84,38.6,8,2
female,66,165,71,92,40,67,13
female,65,183,83,112,40.8,192,27
female,38,168,61,104,40.7,134,22
female,48,164,62,95,40.5,106,20
female,39,171,67,105,40.5,116,19
female,52,149,53,73,38.3,9,3
male,32,166,72,82,38.4,5,2
female,22,169,64,85,40.1,41,11
male,55,181,87,89,40.3,72,15
female,30,173,72,95,39.7,43,9
female,74,168,66,79,38.9,16,4
female,27,162,56,115,40.6,178,25
male,37,184,86,91,39.5,46,11
male,22,192,96,100,40.7,101,20
male,57,183,89,95,40.2,82,14
male,32,189,94,83,39.2,20,7
male,24,194,95,84,39.4,19,7
male,38,173,80,86,38.9,13,4
female,22,170,64,99,40.3,68,13
male,28,197,96,87,38.6,13,4
male,44,186,92,96,39.8,38,7
male,21,167,74,85,39.7,18,8
male,42,174,74,82,38.3,8,3
male,48,184,86,95,39.9,59,11
female,36,159,60,90,39.7,46,10
female,31,170,69,93,39.8,42,9
male,44,198,97,109,40.7,217,29
female,59,161,57,90,40.4,75,15
female,54,165,66,86,40.1,52,12
male,22,176,78,91,39.7,36,11
male,22,192,99,99,40.5,94,19
female,64,169,64,94,39.9,60,11
female,33,166,61,107,40.5,183,29
male,70,194,95,76,38.6,7,2
female,30,158,56,117,40.6,222,30
female,79,170,68,111,41.2,224,30
female,78,161,63,100,40.4,165,26
male,32,183,83,87,39.7,16,5
female,64,170,69,100,40.4,132,22
female,74,156,59,104,40.6,135,20
male,52,187,84,112,40.4,193,24
male,47,184,87,96,40.3,87,16
male,32,202,108,97,40.3,96,18
male,37,193,96,93,40.2,52,11
female,58,162,60,106,40.8,140,21
female,24,156,58,85,39.6,31,8
male,24,184,78,95,40.5,84,21
female,31,155,56,83,39.4,19,5
male,30,194,97,97,40.2,80,16
female,72,156,57,98,39.7,61,10
male,43,187,88,95,40,41,8
male,78,175,84,109,40.3,177,20
female,65,160,60,112,40.6,186,25
female,27,163,64,105,40.4,113,19
female,40,172,71,105,40.9,158,26
male,30,182,81,91,39.6,45,12
male,50,189,96,93,39.9,75,14
female,25,167,64,100,40.4,108,20
male,35,186,81,105,41,159,26
male,62,202,104,102,40.8,201,27
female,74,162,69,97,39.7,47,8
female,53,160,60,97,40.3,90,16
female,50,174,65,100,40.1,104,18
female,24,166,64,84,38.4,7,2
male,32,202,99,96,40.1,65,13
male,47,178,82,104,41.2,170,26
male,37,188,92,93,40.1,60,13
male,65,187,90,90,39,33,6
female,71,181,78,87,37.8,5,1
male,23,179,82,91,40.2,51,15
female,47,173,69,106,40.8,165,26
male,47,190,96,86,39.7,29,7
female,79,168,67,89,39.9,82,16
female,49,173,72,94,40.3,81,16
female,50,165,67,106,41,167,26
female,61,165,63,111,40.5,173,24
female,21,165,58,97,40.4,117,23
male,40,196,97,92,39.7,57,12
female,48,153,55,100,40.8,154,26
female,21,156,57,79,39.7,28,9
female,54,153,55,87,39.3,28,6
female,22,161,64,93,39.7,37,8
male,26,181,81,85,38.7,13,5
female,24,159,56,112,40.5,155,23
male,39,200,99,86,38.9,19,5
male,71,183,89,109,40.8,189,22
female,68,173,67,103,40.9,192,30
female,20,177,72,87,39.3,27,7
female,62,172,70,80,39.2,19,5
male,44,196,102,107,40.4,124,17
female,62,163,60,84,38.4,9,2
female,59,157,60,84,38.8,22,5
female,37,171,67,90,39.3,31,7
female,43,158,63,93,40,60,12
female,41,186,82,114,40.8,207,30
male,32,193,90,107,40.3,155,24
female,46,162,61,100,40.1,87,15
male,52,177,81,85,39.5,35,9
female,23,149,47,114,40.8,198,28
male,54,175,82,83,39.6,37,10
male,21,163,63,110,41,139,24
male,36,187,89,93,39.7,45,10
male,54,195,96,90,39.9,61,12
female,72,171,68,82,38.4,17,4
female,29,166,59,86,39.2,28,7
female,21,180,69,91,39.5,21,5
female,30,163,63,111,40.9,200,30
female,21,181,73,100,40.4,104,20
female,41,153,56,92,40.2,59,12
female,24,161,61,97,41,127,25
male,23,189,85,103,40.6,111,21
female,37,178,74,103,40.4,115,20
male,21,180,85,86,40.3,37,14
male,23,178,81,109,40.9,153,25
female,36,158,57,91,39,28,6
female,69,167,70,77,38.9,14,4
male,27,198,93,112,40.5,176,25
female,57,173,71,97,40.8,105,19
female,54,169,66,96,40.1,71,13
female,32,175,68,90,40.4,61,14
female,21,157,54,98,40.4,84,16
female,23,152,51,100,40.4,105,19
female,20,163,57,96,40.5,94,19
male,27,196,100,92,40.4,83,20
male,26,186,84,99,40,77,16
male,60,193,97,105,40.8,230,30
female,66,163,60,100,40.8,179,29
female,27,164,57,101,40.5,101,18
female,23,172,67,86,39.2,27,7
female,27,162,61,107,40.7,161,26
female,26,176,68,91,40,57,13
male,40,218,132,88,37.8,5,1
female,20,176,69,113,40.8,172,26
male,25,196,96,107,40.9,169,27
female,66,180,76,114,40.7,193,26
male,29,193,89,88,39.4,27,8
female,71,176,70,85,38.6,18,4
female,62,176,69,91,39.8,40,8
male,76,170,77,113,40.5,202,22
male,31,186,90,95,40,74,16
male,32,176,80,101,40.3,85,16
female,49,181,75,88,40,35,8
female,58,165,62,100,40.3,96,16
male,41,184,91,111,41.2,203,27
female,79,174,72,91,40.6,126,24
female,65,172,71,94,40.5,91,17
female,50,168,61,89,38.1,9,2
male,34,177,78,98,40.9,109,22
female,25,170,70,84,38.5,7,2
male,21,182,79,108,40.9,152,26
male,22,187,84,78,39.4,9,6
female,49,166,68,90,38.9,23,5
male,22,187,89,78,39.1,6,4
female,46,167,70,85,39.5,32,8
female,29,155,56,87,40.3,67,16
female,50,177,75,96,40.4,84,16
female,35,158,58,79,39.7,37,11
female,26,166,60,107,41.1,174,28
female,37,153,55,85,39.8,49,12
male,47,185,91,101,39.7,76,12
female,22,171,65,93,40.3,59,13
male,41,194,94,93,40.6,83,17
male,42,212,112,93,40,64,12
female,46,166,63,77,38.2,7,2
female,21,162,58,85,37.5,4,1
male,26,185,85,86,39.5,20,7
male,26,200,99,93,39.9,55,13
female,54,162,57,96,40.7,133,24
male,46,189,87,107,40.9,184,26
female,27,166,58,101,40.1,84,15
female,30,161,56,95,39.9,76,15
male,73,190,99,85,38.9,27,5
female,58,163,67,100,40.7,118,20
male,26,189,84,85,39.3,19,7
female,28,154,56,106,40.4,173,28
female,46,161,54,88,40.2,46,10
female,38,158,61,112,40.7,187,27
female,53,153,52,104,40.5,110,17
female,58,165,67,91,39.6,30,6
female,50,148,55,109,40.8,166,24
male,51,173,77,78,38.8,11,4
male,30,193,101,91,39.8,42,10
male,64,195,96,92,40.3,94,16
male,59,183,87,110,40.6,212,26
male,42,199,103,89,39.9,45,10
female,25,170,59,102,40.6,164,29
female,31,170,68,105,40.6,113,19
female,68,173,67,100,40.5,146,24
male,61,189,93,87,39.6,44,9
male,34,192,92,105,40.4,132,21
male,35,179,85,87,39.3,21,6
female,36,172,63,93,40.1,97,20
female,49,167,67,79,38.6,11,3
male,42,177,87,114,41.1,230,29
male,26,188,93,116,40.8,220,29
male,30,187,86,83,38.6,11,4
female,22,169,66,114,40.7,190,28
female,23,166,61,100,40.2,108,20
female,21,182,79,110,40.7,167,27
male,20,192,88,107,40.7,128,22
male,48,179,82,90,39.6,49,11
female,66,172,68,104,40.3,136,21
female,61,155,58,115,40.6,200,26
female,64,162,58,86,38,5,1
female,32,160,59,79,39.6,20,6
female,62,170,69,113,40.6,198,27
female,43,174,73,90,39.9,45,10
female,34,146,53,93,39.8,35,7
female,50,152,52,99,40.2,141,24
female,21,150,53,103,40.6,133,23
male,68,187,90,90,40.2,79,14
male,36,200,103,101,40.4,102,17
male,34,190,88,93,40.5,79,18
male,46,169,69,106,40.5,150,23
male,20,173,79,78,37.9,3,2
female,25,177,74,91,39.3,26,6
male,32,186,84,85,39.9,30,10
female,44,181,79,100,40.8,138,25
male,33,196,96,113,40.6,219,29
female,65,162,62,86,39.8,65,14
male,52,194,92,100,40.2,96,15
female,61,194,93,109,40.7,184,28
female,31,156,61,96,40.4,102,20
female,65,173,68,81,39.4,36,9
female,25,148,49,105,40.5,116,19
male,44,183,86,103,40.8,165,26
female,42,160,61,92,39.5,39,8
female,45,181,79,80,37.7,3,1
male,38,203,107,98,39.4,40,7
female,67,161,63,82,39.9,55,13
female,27,168,64,110,40.8,175,27
male,31,167,67,100,40.4,102,21
male,25,169,69,93,40.4,67,19
male,44,192,91,90,39.1,18,4
male,42,184,83,110,41.1,217,30
female,66,175,74,116,40.8,215,28
female,48,173,66,93,39,20,4
male,41,168,70,84,39.3,18,6
male,76,204,109,107,41.3,261,29
female,22,165,63,98,40.7,108,21
female,42,173,72,111,41,189,28
female,21,171,71,112,41,188,29
male,22,179,77,98,40.4,82,19
female,67,171,69,86,40.2,55,12
male,24,183,85,107,40.8,161,27
male,49,166,72,83,39.7,36,11
male,42,206,113,95,40.2,79,14
male,48,179,81,101,40.9,116,19
female,75,184,81,75,37.9,7,2
female,77,156,59,115,41.2,231,29
female,69,189,85,82,38.5,12,3
female,69,174,75,109,41,202,29
female,27,170,63,92,39.7,46,10
male,63,170,78,93,40.3,72,13
female,58,175,74,80,39.8,29,8
female,73,137,47,100,40.8,142,22
female,32,162,60,102,40.6,121,21
male,24,179,84,102,40.2,88,17
male,73,191,98,106,40.8,228,27
male,25,181,79,112,40.8,186,28
female,40,160,59,108,40.6,138,21
female,26,173,71,111,40.8,188,29
female,26,165,63,82,39.6,42,12
female,52,164,59,106,40.8,184,28
male,20,189,85,95,40,44,11
male,20,196,102,81,38,4,2
male,43,180,80,74,38.7,4,2
female,44,161,57,111,40.9,175,25
female,29,161,58,77,38.1,6,2
male,21,176,72,86,40,28,12
female,73,164,67,97,40.2,100,17
female,27,170,63,106,40.2,97,16
female,40,160,56,96,39.7,80,15
male,21,183,82,113,41,200,30
male,53,182,85,110,40.6,203,26
male,28,167,65,90,40.2,38,12
female,32,182,84,95,39.4,33,7
female,47,174,69,83,40.4,54,14
male,21,175,77,102,41,127,26
female,51,163,65,114,40.8,190,26
female,22,177,68,99,40.7,155,30
female,39,165,64,97,40.5,85,16
male,70,171,79,94,39.9,79,13
male,25,187,87,79,38.2,4,2
female,29,164,67,95,40.3,88,18
male,57,186,89,83,39.6,36,9
male,46,177,80,105,40.7,152,23
male,33,172,74,99,40.1,69,14
female,48,148,45,104,40.7,149,23
male,25,193,88,96,40.7,84,19
female,39,161,63,94,40.1,80,16
female,75,164,64,89,39.7,46,9
female,52,152,56,97,40.8,135,24
female,53,145,49,83,39.2,17,4
female,41,173,69,91,39.7,46,10
male,34,179,82,111,40.8,202,29
male,53,203,104,81,38.6,12,3
male,45,190,94,100,40.4,116,19
female,73,160,60,108,40.4,150,21
female,26,162,59,80,38.9,13,4
female,22,170,72,81,38.1,6,2
female,31,172,65,85,38.9,15,4
female,28,172,73,99,40.5,114,22
male,62,185,84,93,39.9,68,12
female,70,172,73,80,38.6,12,3
female,72,165,66,101,40.1,82,13
female,32,173,66,87,39.9,45,11
female,52,165,61,105,40.6,174,27
female,22,152,53,93,39.9,52,11
male,27,189,86,87,39.2,16,5
male,62,192,89,85,39.1,23,5
female,43,187,87,99,40.5,100,19
female,78,149,54,103,40.5,142,21
female,25,184,71,89,39,21,5
female,77,163,65,90,39.8,57,11
female,26,169,62,79,39.8,35,11
male,20,178,80,105,40.3,129,24
female,39,178,73,103,40.8,134,23
male,21,181,79,91,40.3,59,18
male,26,178,76,103,40.5,131,25
female,44,175,69,79,38.1,7,2
male,26,175,79,87,40.4,35,12
male,70,174,81,102,40.9,198,27
male,66,183,90,102,40.2,125,17
female,23,170,67,80,38.6,9,3
male,20,179,81,90,39.1,19,6
male,31,196,100,100,39.3,67,12
female,71,164,67,94,40.2,105,19
male,36,186,85,98,40.3,104,20
female,21,173,64,83,39.6,24,7
male,33,198,104,103,40.9,161,26
male,38,194,101,109,40.5,146,20
female,55,163,62,98,40.7,109,19
male,35,190,92,112,40.5,200,27
female,40,154,57,103,40.5,139,23
female,68,149,55,109,40.7,188,26
female,33,160,56,108,40.6,182,28
female,56,169,61,103,40.2,126,20
female,44,166,60,91,39.8,34,7
female,35,170,70,94,40.8,101,21
male,36,178,76,101,40.7,152,28
male,70,191,91,82,38.2,9,2
female,61,176,70,96,40.2,83,15
male,24,188,92,105,40.5,157,27
male,23,186,82,92,39.9,39,11
male,26,194,94,84,39.3,22,8
female,41,153,49,110,41.2,173,25
male,45,180,79,79,38.7,10,4
female,50,167,59,84,38.6,8,2
male,67,170,75,107,40.7,180,23
female,61,162,66,84,39.8,43,10
male,29,180,82,85,39.9,28,10
male,27,184,78,100,40.1,73,15
female,20,171,60,105,40.6,159,27
female,28,152,52,86,39.2,25,6
female,42,159,57,93,39.8,60,12
female,51,165,70,102,40.7,149,25
female,63,153,52,88,39,20,4
male,34,177,76,91,38.7,15,4
male,41,173,79,105,40.8,184,29
female,28,168,66,109,40.7,178,28
male,31,178,76,93,40.3,56,14
male,38,203,111,100,40.2,98,16
male,28,185,88,98,40.5,92,19
female,73,163,62,105,40.5,129,19
female,47,156,56,88,39.7,32,7
male,33,188,93,105,40.2,132,21
male,39,187,87,114,40.7,195,25
male,27,197,96,89,39.5,29,8
female,27,160,56,104,40.7,149,25
male,63,191,88,90,40.2,85,16
female,31,204,101,84,39.3,20,6
male,29,177,81,79,39.3,9,5
female,37,172,68,109,40.5,162,25
female,54,168,63,92,39.9,50,10
female,28,158,60,105,40.6,144,24
female,39,181,75,95,40.4,89,18
male,59,188,90,86,39.8,37,8
female,71,166,58,99,40.9,123,20
male,51,179,76,105,40.4,115,17
male,47,191,98,116,40.8,252,29
female,29,149,49,88,38.9,26,6
male,29,186,93,101,40.7,137,25
female,24,135,45,83,39.2,23,6
male,76,174,74,79,39.2,24,6
female,25,175,72,97,39.8,69,14
female,53,181,82,88,39.1,22,5
male,55,193,99,89,39.2,30,6
male,38,192,92,100,40.6,155,27
male,55,188,85,87,39.4,27,6
male,50,201,103,95,39.4,41,7
female,53,163,60,86,40.1,58,13
male,46,157,65,114,39.9,176,23
male,31,197,105,99,40.7,116,21
male,35,173,76,101,39.7,92,17
male,36,172,73,106,40.4,147,24
female,40,176,70,96,40.6,92,18
male,65,195,100,98,40.5,166,24
female,42,157,56,88,38.7,14,3
male,57,180,86,117,41.3,272,30
female,38,150,50,81,37.9,4,1
female,28,155,57,102,40.6,143,25
male,70,183,87,82,39.8,40,9
female,21,147,49,86,40,44,11
male,44,176,77,80,40,24,9
male,57,186,87,107,40.6,190,25
female,55,163,63,96,40.7,132,24
male,26,178,80,95,40.4,79,19
male,35,181,82,93,40.4,69,16
female,27,177,76,85,37.1,4,1
female,44,169,67,99,40.8,117,21
male,70,189,94,92,39.1,43,7
female,79,160,55,88,39.9,52,10
female,40,163,60,109,40.7,186,28
male,50,185,84,97,40.8,148,26
male,42,183,88,106,40.3,148,22
male,70,191,97,100,40.1,111,15
male,71,191,92,87,39.8,48,9
male,63,194,106,82,39.6,36,8
female,47,162,65,85,39,12,3
male,51,185,90,99,40.4,92,15
male,57,203,107,96,40.7,140,22
male,78,177,82,79,39.2,26,6
female,79,171,66,103,40.1,126,19
female,67,145,52,97,39.9,83,14
female,20,161,65,92,39.3,27,6
female,21,154,55,93,39.5,33,7
male,56,183,80,108,40.8,181,24
male,28,192,94,94,40.1,79,18
male,32,186,89,93,39.8,39,9
male,52,195,101,95,39.7,41,7
female,21,173,70,87,38.9,15,4
female,39,184,74,93,40.1,71,15
male,46,189,90,101,40.5,112,18
female,21,168,66,104,40.4,131,23
male,52,177,73,111,41.1,207,27
female,36,153,57,91,38.6,9,2
male,22,182,79,78,39.5,8,6
female,27,178,71,114,40.8,198,29
male,69,188,95,92,39.9,67,11
male,67,187,89,100,40.6,141,20
female,51,169,69,96,40.1,64,12
male,26,175,72,96,40.7,91,22
male,33,182,88,89,39.3,22,6
male,40,193,93,107,40.6,159,23
male,74,195,99,86,39.8,39,7
female,28,164,61,107,39.9,87,14
female,21,154,52,100,41,142,26
female,42,165,64,89,39.5,41,9
female,64,170,70,87,41,96,21
female,55,178,75,86,37.8,4,1
female,61,150,56,93,40.3,102,19
female,31,168,64,105,40.7,144,24
female,55,174,69,110,40.6,186,27
female,44,166,66,91,40.4,85,18
male,37,191,89,83,39.1,15,5
male,28,188,83,102,40.8,129,24
female,37,166,61,100,40.3,129,23
female,46,152,55,90,40.2,67,14
female,34,169,65,87,37.8,8,2
male,34,179,80,98,40.7,90,18
male,32,179,82,86,39.7,19,6
female,23,185,76,89,40,44,11
male,42,172,71,93,40.6,57,13
male,29,174,73,107,40.7,119,20
male,30,183,86,89,40.3,43,12
female,61,152,56,95,40.7,151,27
female,21,154,52,81,39.2,21,6
female,40,177,73,82,39.5,25,7
male,62,165,71,93,39.4,38,7
male,36,174,79,113,40.9,212,29
male,41,177,79,91,39.4,21,5
male,35,170,77,83,39,8,3
female,40,170,64,106,40.9,151,24
female,38,163,64,107,40.6,159,25
female,39,174,72,93,40.6,95,20
male,53,178,82,102,40.3,118,18
female,27,159,59,93,39.8,57,12
female,64,158,63,96,40.5,90,16
male,54,170,76,80,39.3,19,6
male,65,179,82,77,37.9,7,2
female,22,151,49,107,40.7,169,27
female,28,171,68,85,39,15,4
female,77,157,59,107,40.5,164,23
male,43,204,107,94,40.1,70,13
male,40,192,98,93,39.1,20,4
female,38,163,70,94,40.4,83,17
male,50,184,90,107,40.9,205,28
female,42,163,60,83,38.5,12,3
female,64,161,62,102,40.5,95,15
female,23,165,61,100,39.8,54,10
female,25,154,54,87,40.2,54,13
male,22,193,93,98,39.7,42,9
female,26,173,68,107,41,164,27
female,34,172,68,79,39.7,26,8
male,38,177,76,86,39.1,13,4
male,46,194,97,105,40.9,160,23
female,37,171,67,101,40.7,119,21
male,40,187,93,89,40.1,63,15
female,32,153,53,101,40.8,167,29
female,60,164,63,91,40,76,15
male,37,177,82,75,38.5,5,3
female,35,172,64,107,40.4,158,25
male,28,181,82,103,40.3,88,16
female,73,153,53,119,40.8,235,28
male,32,181,87,96,40.3,76,16
male,35,177,79,87,40,33,10
male,26,183,76,102,40.4,82,16
male,27,186,80,103,40,81,15
male,32,193,96,101,40.3,102,18
male,28,181,79,91,40.3,47,13
female,50,148,55,92,38.7,20,4
male,21,181,79,90,39.9,34,11
male,33,181,77,88,40.1,40,12
male,64,186,84,100,40.6,191,28
female,66,185,76,94,39.9,58,11
female,32,188,82,84,39.6,28,8
female,66,176,74,116,40.8,207,27
female,76,149,56,92,40.8,111,20
male,52,185,84,80,39.2,19,6
female,47,183,79,84,37.8,4,1
male,28,187,82,98,40.2,76,16
female,46,164,60,87,39.5,35,8
male,50,179,79,99,39.8,71,12
female,79,163,62,83,39.2,36,8
male,42,191,89,98,40.3,144,26
female,65,157,59,82,38.7,17,4
female,30,166,61,105,40.8,151,25
male,26,197,98,77,39.2,9,5
male,26,201,103,87,40.4,55,16
male,70,173,78,95,40.4,124,20
female,69,172,67,94,40,71,13
male,21,191,92,89,40,36,11
female,76,157,56,96,40.3,119,20
female,25,171,64,86,38.9,16,4
female,24,157,57,100,40.7,147,27
female,39,151,53,100,40.7,104,18
male,34,189,88,90,40.2,63,16
male,26,180,84,94,40.3,57,14
female,29,164,61,92,39,28,6
male,71,198,103,111,41,203,22
female,25,157,56,109,41.2,181,28
female,30,144,47,99,40.6,117,21
male,25,200,95,93,40.1,49,12
male,25,185,90,96,40.5,67,15
male,65,182,86,100,40.5,124,18
male,23,190,91,84,39.6,15,6
female,65,166,67,86,37.7,5,1
male,30,184,82,87,38.8,13,4
female,68,170,69,100,40.5,140,23
male,31,180,83,92,39,20,5
female,30,173,69,89,38.8,13,3
female,43,183,75,99,40.9,114,21
male,72,198,100,77,38.4,8,2
female,76,170,71,116,40.4,221,28
male,26,163,69,105,40.4,87,16
female,70,170,66,86,38.8,14,3
female,41,158,57,86,38.3,9,2
female,33,157,49,80,38.7,14,4
male,21,180,81,97,40.4,84,20
male,40,178,75,81,38.1,5,2
female,46,171,60,93,40.2,71,14
female,47,153,57,84,38.9,12,3
male,20,192,86,81,38.1,2,1
female,26,167,61,101,39.9,89,16
male,27,183,87,107,41,166,27
female,68,173,74,102,40.1,137,22
male,72,186,85,83,39.3,37,8
male,47,184,88,81,39.4,19,6
male,37,196,91,110,41,201,28
male,37,183,80,94,39.5,54,12
male,76,185,92,93,39.6,46,7
male,27,184,88,88,39.4,20,6
male,37,196,100,85,39.4,32,9
female,40,181,75,83,39.5,26,7
female,69,163,68,95,40.3,89,16
male,56,183,80,97,40.6,118,20
male,35,174,78,102,41,162,29
male,51,181,85,101,40.6,191,30
female,22,156,57,89,39.1,25,6
